truth,estimate,class_prob
yes,yes,0.7404420375823975
no,no,0.2974357604980469
yes,no,0.029322991147637367
no,no,0.12103771418333054
no,no,0.3458414375782013
no,no,0.39698463678359985
no,no,0.28890055418014526
no,no,0.060131751000881195
no,no,0.4682149291038513
no,yes,0.5933244228363037
yes,yes,0.8177781701087952
no,no,0.03903968632221222
no,yes,0.5459751486778259
yes,no,0.4927566349506378
no,yes,0.6790173649787903
no,no,0.18757720291614532
no,yes,0.7174400687217712
no,no,0.1781110316514969
yes,yes,0.7116695642471313
no,no,0.2707943618297577
no,no,0.08954733610153198
yes,no,0.14954911172389984
no,no,0.1320059597492218
no,no,0.3093784749507904
no,no,0.04952374845743179
no,yes,0.8184316754341125
no,no,0.0026850278954952955
no,no,0.0033374493941664696
yes,yes,0.7192049622535706
no,no,0.11351426690816879
no,no,0.027918849140405655
yes,yes,0.5382729768753052
no,no,0.0013396581634879112
no,no,0.01527001615613699
yes,yes,0.7131232023239136
no,yes,0.5236034989356995
no,no,0.19037245213985443
no,no,0.03288262337446213
yes,yes,0.5807653665542603
no,no,0.06975381076335907
no,no,0.0035072495229542255
yes,no,0.27259549498558044
no,yes,0.5236319303512573
yes,no,0.42900463938713074
no,yes,0.6586284637451172
no,no,0.007397518493235111
no,no,0.08187291026115417
no,no,0.33942440152168274
yes,no,0.07874246686697006
no,no,0.19048850238323212
yes,yes,0.578726053237915
no,no,0.23813396692276
no,no,0.04975539818406105
no,yes,0.6567450165748596
no,no,0.04108467325568199
no,no,0.49962204694747925
no,no,0.005111900623887777
yes,yes,0.6020055413246155
no,no,0.19534161686897278
no,no,0.01846129260957241
no,no,0.08850349485874176
yes,no,0.2405582070350647
yes,yes,0.5450714826583862
no,no,0.1992902159690857
no,no,0.15738241374492645
no,no,0.045403625816106796
no,no,0.17079468071460724
no,no,0.08451472222805023
no,no,0.041327837854623795
no,no,0.008590897545218468
no,no,0.005380171816796064
no,no,0.02655021846294403
yes,no,0.24367867410182953
no,no,0.002215233165770769
yes,yes,0.7324715256690979
no,yes,0.7716441750526428
no,no,0.10339418798685074
no,no,0.007257265038788319
no,no,0.031767215579748154
yes,yes,0.8336842060089111
no,no,0.3670836091041565
yes,no,0.2378651648759842
no,no,0.13158608973026276
no,no,0.002590753836557269
yes,no,0.4087984263896942
no,no,0.031873639672994614
no,no,0.1010362058877945
no,no,0.002772957319393754
yes,no,0.16335323452949524
no,no,0.08592323958873749
no,no,0.009422985836863518
no,no,0.0116029167547822
no,no,0.003625572891905904
yes,yes,0.701594889163971
no,no,0.007888032123446465
yes,yes,0.597228467464447
no,no,0.04492149129509926
no,no,0.05823744833469391
yes,no,0.3160993754863739
yes,yes,0.561801552772522
no,no,0.11736463010311127
no,no,0.2497103065252304
no,yes,0.6807587146759033
no,no,0.009547324851155281
no,yes,0.5815060138702393
yes,no,0.3192887306213379
no,yes,0.6409749984741211
no,no,0.05366399511694908
no,yes,0.5554728507995605
no,no,0.02166849561035633
no,no,0.02507598325610161
no,no,0.01701260730624199
no,no,0.03603184223175049
no,no,0.23437003791332245
yes,no,0.37897706031799316
yes,no,0.26862022280693054
no,no,0.3574749231338501
yes,yes,0.8053430914878845
yes,yes,0.8180227875709534
no,no,0.2069465070962906
no,no,0.11881501227617264
yes,no,0.29315486550331116
no,no,0.12965425848960876
no,no,0.4350017309188843
yes,yes,0.607690155506134
yes,yes,0.5453897714614868
no,yes,0.6314151287078857
no,no,0.011773270554840565
no,no,0.014384498819708824
no,no,0.3693552017211914
yes,yes,0.5908271074295044
no,no,0.13197647035121918
no,no,0.004692052491009235
yes,yes,0.6623739004135132
no,no,0.008879655972123146
no,no,0.07171811163425446
no,no,0.2389397770166397
no,no,0.008538099937140942
no,no,0.0015020681312307715
no,no,0.0031984413508325815
no,yes,0.5415579676628113
yes,no,0.33974045515060425
no,no,0.02081429399549961
no,no,0.014004870317876339
no,no,0.2841823399066925
no,no,0.001521415077149868
no,no,0.06395722925662994
yes,yes,0.7661155462265015
no,no,0.11811070889234543
yes,yes,0.7929134368896484
no,no,0.00800076499581337
yes,no,0.20142200589179993
yes,yes,0.5201352834701538
no,no,0.24901284277439117
yes,yes,0.8443281054496765
no,no,0.03779032453894615
no,yes,0.7136766314506531
yes,yes,0.5004865527153015
no,no,0.11477189511060715
no,yes,0.6134668588638306
no,no,0.0018372603226453066
no,no,0.2141837179660797
no,no,0.05876513198018074
no,no,0.028714684769511223
no,no,0.00964877288788557
no,no,0.001956397667527199
no,no,0.021389344707131386
no,yes,0.6930752992630005
no,yes,0.8251116275787354
no,no,0.009702179580926895
no,yes,0.839142918586731
no,no,0.2118607610464096
no,no,0.22439029812812805
no,no,0.050033409148454666
yes,yes,0.7702596187591553
yes,yes,0.7901704907417297
no,yes,0.5447896122932434
no,no,0.25043854117393494
yes,no,0.45342788100242615
no,no,0.028895990923047066
yes,no,0.2640843093395233
no,no,0.07899487763643265
no,no,0.06937083601951599
no,no,0.2965652644634247
yes,yes,0.8264075517654419
no,no,0.02599208988249302
yes,yes,0.7951921224594116
no,no,0.0018378436798229814
no,no,0.44696763157844543
no,no,0.021325284615159035
yes,yes,0.664803683757782
no,no,0.041196223348379135
no,no,0.030593983829021454
no,no,0.03700776770710945
no,no,0.16880591213703156
no,no,0.015159405767917633
no,no,0.003423514077439904
no,no,0.055895380675792694
no,yes,0.6552728414535522
no,no,0.006788321305066347
no,no,0.12496143579483032
no,no,0.024599142372608185
no,no,0.040532320737838745
yes,no,0.4931682348251343
yes,yes,0.7742680907249451
no,no,0.33708906173706055
no,yes,0.7734764814376831
yes,no,0.015711957588791847
no,no,0.40852800011634827
no,no,0.35706984996795654
yes,yes,0.7627500295639038
no,no,0.019066540524363518
yes,no,0.277995765209198
no,no,0.1722324937582016
yes,yes,0.5007963180541992
no,no,0.1951874941587448
yes,no,0.4148993194103241
no,no,0.26229366660118103
no,no,0.007730437908321619
no,no,0.03472817689180374
yes,yes,0.6900621652603149
no,yes,0.5113264322280884
no,no,0.27844658493995667
no,no,0.046986401081085205
no,no,0.03960498794913292
no,no,0.05881431698799133
no,no,0.007848459295928478
no,no,0.005039538722485304
yes,yes,0.7470584511756897
yes,no,0.47861289978027344
no,no,0.05269668996334076
no,yes,0.55422443151474
no,no,0.4451894164085388
no,yes,0.5822242498397827
no,no,0.00175295805092901
no,no,0.2504185438156128
no,no,0.10475406795740128
no,no,0.1492771953344345
no,no,0.022566797211766243
no,no,0.23618178069591522
yes,no,0.4218892455101013
yes,no,0.26515012979507446
no,no,0.3031092882156372
no,no,0.29836902022361755
no,no,0.2304822951555252
no,no,0.07030292600393295
no,yes,0.572949230670929
no,no,0.01240850705653429
no,no,0.18552722036838531
yes,no,0.483022540807724
yes,yes,0.5797364711761475
yes,no,0.48176202178001404
no,yes,0.506590723991394
yes,no,0.03246695548295975
no,no,0.015933135524392128
no,no,0.18838056921958923
no,no,0.001343623618595302
no,no,0.026454536244273186
no,no,0.0013960573123767972
yes,no,0.2474900484085083
no,no,0.3146866261959076
yes,yes,0.7513948082923889
yes,yes,0.7556541562080383
yes,no,0.23258011043071747
yes,no,0.3938429057598114
yes,no,0.32080724835395813
no,no,0.002923104912042618
no,no,0.4673001170158386
no,no,0.031026454642415047
no,no,0.1729012429714203
no,no,0.41833561658859253
no,no,0.07107401639223099
no,yes,0.5114689469337463
no,no,0.0012747056316584349
no,no,0.4288691282272339
no,no,0.009348437190055847
no,no,0.01869349740445614
no,no,0.034701865166425705
no,no,0.2270841896533966
no,no,0.010444017127156258
yes,yes,0.7472420334815979
yes,yes,0.8104491829872131
no,no,0.2354135811328888
no,no,0.17280082404613495
no,no,0.05773896723985672
no,no,0.13043901324272156
no,no,0.008287396281957626
yes,yes,0.6286355257034302
no,no,0.1264977902173996
no,no,0.22912020981311798
yes,yes,0.5490479469299316
no,yes,0.7736304402351379
no,no,0.3510693907737732
no,no,0.014310969971120358
no,no,0.12049917876720428
yes,no,0.22772392630577087
yes,yes,0.6080455183982849
no,no,0.058435872197151184
no,no,0.01888122409582138
no,yes,0.7880330085754395
yes,no,0.2326379418373108
no,no,0.26671120524406433
no,no,0.002081553917378187
no,no,0.26626846194267273
no,yes,0.6942270398139954
no,no,0.12579204142093658
no,no,0.026333037763834
yes,no,0.3418203890323639
no,no,0.050816118717193604
no,no,0.027304692193865776
no,no,0.010692158713936806
no,yes,0.5957983136177063
yes,yes,0.6823402047157288
yes,no,0.4609442353248596
no,yes,0.7912012934684753
no,no,0.3429531455039978
no,no,0.12144128233194351
no,no,0.2503090798854828
no,no,0.02898275852203369
no,no,0.01204005628824234
no,no,0.007667256984859705
no,no,0.028979631140828133
no,no,0.300742506980896
no,no,0.007715510204434395
yes,no,0.12798207998275757
no,no,0.2863708436489105
no,no,0.07857413589954376
no,no,0.020549146458506584
yes,no,0.311752587556839
no,no,0.2458828091621399
no,no,0.44059884548187256
yes,yes,0.8056827187538147
no,no,0.2307974398136139
no,yes,0.5164965987205505
no,no,0.326852023601532
no,no,0.4495445489883423
no,no,0.1124432235956192
no,no,0.22602379322052002
no,no,0.02305363118648529
yes,no,0.15249104797840118
no,no,0.2983076572418213
yes,no,0.024713193997740746
no,no,0.15743650496006012
no,no,0.04256525635719299
no,no,0.013311449438333511
no,yes,0.620503842830658
no,no,0.030691828578710556
yes,yes,0.5781405568122864
no,no,0.008891851641237736
yes,yes,0.8583461046218872
no,yes,0.5903117060661316
no,no,0.011973152868449688
no,no,0.010989975184202194
no,no,0.0426018200814724
no,no,0.027148695662617683
yes,yes,0.5944324731826782
no,no,0.039467036724090576
yes,yes,0.7266517877578735
no,no,0.17028436064720154
no,yes,0.7085972428321838
yes,yes,0.6789951324462891
no,no,0.024107109755277634
yes,yes,0.7903161644935608
no,no,0.006793917156755924
no,no,0.07079961895942688
yes,yes,0.6119580864906311
no,no,0.006361975800246
yes,no,0.09560699015855789
yes,yes,0.5730598568916321
yes,no,0.15387362241744995
yes,yes,0.7103790044784546
no,no,0.019703667610883713
yes,no,0.45591387152671814
no,no,0.13018915057182312
yes,no,0.49030232429504395
no,no,0.01441967487335205
yes,yes,0.6457141041755676
no,no,0.013925788924098015
yes,yes,0.5760541558265686
yes,no,0.176545187830925
no,no,0.01473500207066536
no,yes,0.5837346911430359
yes,yes,0.7202363014221191
no,no,0.38301366567611694
no,no,0.0364045724272728
no,no,0.16215579211711884
no,no,0.019640933722257614
no,no,0.008323016576468945
yes,no,0.04318932443857193
no,no,0.4942386746406555
no,no,0.2018623948097229
yes,no,0.27393046021461487
no,no,0.09117816388607025
no,yes,0.8058478236198425
yes,yes,0.6439163684844971
no,no,0.013053591363132
no,no,0.0132429338991642
no,yes,0.5043023228645325
no,no,0.03848645091056824
no,no,0.048673901706933975
no,no,0.37930384278297424
no,no,0.4858349561691284
yes,yes,0.6142986416816711
no,no,0.21262378990650177
no,no,0.012207292951643467
no,no,0.49248942732810974
yes,no,0.3648444712162018
yes,yes,0.7253446578979492
no,no,0.32006755471229553
no,no,0.19421258568763733
yes,no,0.23959878087043762
no,yes,0.6207867860794067
no,no,0.029212769120931625
no,no,0.027521368116140366
no,yes,0.5504727959632874
no,no,0.13404421508312225
yes,yes,0.7901606559753418
yes,no,0.06125512346625328
no,no,0.028471339493989944
no,no,0.054362282156944275
yes,no,0.3551025092601776
no,yes,0.5840117335319519
no,no,0.08191530406475067
no,no,0.3955787718296051
no,no,0.05255795642733574
no,no,0.3588963449001312
no,no,0.034001924097537994
yes,no,0.3056822717189789
yes,yes,0.6693463325500488
yes,yes,0.6559151411056519
no,no,0.17423000931739807
no,no,0.011811439879238605
no,no,0.0059332880191504955
no,no,0.025310076773166656
no,no,0.04313487559556961
yes,yes,0.8198498487472534
yes,no,0.30371615290641785
no,yes,0.6034146547317505
no,no,0.32171323895454407
yes,no,0.16484756767749786
no,no,0.35128551721572876
no,yes,0.5233461856842041
yes,yes,0.6212329268455505
yes,yes,0.8009569048881531
no,no,0.016941456124186516
no,no,0.15235017240047455
no,no,0.012571741826832294
no,no,0.270230233669281
no,no,0.011701317504048347
no,no,0.09275662153959274
no,no,0.058689456433057785
no,no,0.03577839210629463
yes,yes,0.6509486436843872
no,yes,0.6247032880783081
no,no,0.002684231149032712
yes,no,0.3080783486366272
no,no,0.043478477746248245
no,no,0.24940356612205505
yes,yes,0.8188543915748596
yes,no,0.2195388227701187
no,no,0.03855898231267929
no,no,0.017345380038022995
yes,yes,0.7905668020248413
no,no,0.26368409395217896
no,no,0.2942868769168854
no,yes,0.7260476350784302
no,no,0.008321655914187431
no,no,0.0064305271953344345
no,yes,0.5377054810523987
no,no,0.07109459489583969
no,no,0.11411827802658081
no,no,0.22294865548610687
no,no,0.3990563750267029
no,no,0.06717824935913086
no,no,0.08975359797477722
no,no,0.45253974199295044
no,yes,0.6496757864952087
no,yes,0.5526609420776367
no,no,0.005755436606705189
yes,yes,0.5487616658210754
yes,yes,0.7395838499069214
no,no,0.27925240993499756
no,no,0.033622484654188156
yes,yes,0.7491074800491333
no,yes,0.5585516691207886
yes,yes,0.7004172801971436
no,no,0.07303301990032196
yes,yes,0.5423927903175354
no,no,0.007431425154209137
no,no,0.09717047214508057
no,yes,0.574002206325531
no,yes,0.6093830466270447
no,no,0.011430024169385433
no,no,0.0018340504029765725
no,no,0.07093366980552673
no,no,0.04185713082551956
yes,yes,0.8122074007987976
yes,no,0.25032490491867065
no,no,0.005661617964506149
no,no,0.03858332335948944
no,no,0.2886050343513489
no,no,0.019053809344768524
yes,yes,0.8369117975234985
no,no,0.02280499041080475
yes,yes,0.819683313369751
no,no,0.10842275619506836
no,no,0.07366649061441422
yes,no,0.45371153950691223
no,no,0.05762096866965294
yes,no,0.3380035161972046
yes,yes,0.655911922454834
yes,yes,0.8424793481826782
no,no,0.07747358083724976
no,no,0.06556057184934616
no,no,0.10135769844055176
no,no,0.0035210249479860067
yes,yes,0.5936158895492554
no,no,0.013898339122533798
no,no,0.21542789041996002
no,no,0.015238220803439617
no,no,0.015382982790470123
no,yes,0.613727867603302
no,no,0.010056061670184135
no,no,0.005378291476517916
no,yes,0.5167710781097412
yes,yes,0.624758243560791
yes,yes,0.5861479043960571
no,no,0.02339247614145279
no,no,0.020365694537758827
no,no,0.010926464572548866
yes,no,0.41524505615234375
no,no,0.005829505622386932
no,no,0.040556591004133224
no,no,0.022653279826045036
no,no,0.2140919715166092
no,no,0.4119759500026703
no,no,0.23461084067821503
no,yes,0.807244598865509
no,no,0.005737970117479563
no,no,0.04332084581255913
no,no,0.0014196221018210053
no,no,0.05309038981795311
no,yes,0.5724090933799744
yes,yes,0.81372833251953125
no,no,0.0071069723926484585
no,no,0.22494952380657196
no,no,0.012078585103154182
no,no,0.006698968820273876
no,no,0.03235746920108795
no,no,0.3737852871417999
no,no,0.07029111683368683
no,no,0.05471548065543175
no,no,0.012032436206936836
yes,yes,0.6832191944122314
no,no,0.08562414348125458
yes,yes,0.8127651810646057
yes,no,0.2622310519218445
no,no,0.02541639842092991
yes,no,0.442428857088089
no,no,0.09212614595890045
no,no,0.024472109973430634
no,no,0.015565180219709873
yes,yes,0.6800674200057983
no,yes,0.6536754369735718
no,no,0.02203129418194294
yes,no,0.45010343194007874
yes,yes,0.7805713415145874
no,no,0.4925362169742584
yes,no,0.29435497522354126
no,no,0.3750404715538025
no,no,0.005920364987105131
no,yes,0.7091713547706604
yes,yes,0.6562266945838928
no,no,0.25151440501213074
yes,no,0.14196163415908813
no,no,0.4080485701560974
no,yes,0.6014321446418762
no,no,0.028031598776578903
yes,no,0.4221189618110657
no,no,0.01285227295011282
no,no,0.022545907646417618
no,yes,0.5797045230865479
yes,no,0.11491356045007706
no,no,0.02716613933444023
no,yes,0.6284462809562683
no,no,0.019554220139980316
yes,no,0.38465461134910583
no,no,0.07485278695821762
no,yes,0.5207141041755676
no,yes,0.7633334994316101
no,no,0.13112758100032806
no,no,0.020489752292633057
no,no,0.36184462904930115
no,no,0.024460280314087868
no,no,0.27851760387420654
no,no,0.024187343195080757
no,no,0.139126256108284
no,no,0.2311270385980606
no,no,0.04466458037495613
no,yes,0.6086243391036987
no,yes,0.5059155821800232
yes,yes,0.6416842341423035
yes,yes,0.5710471868515015
no,no,0.2756211757659912
no,yes,0.6204936504364014
no,yes,0.6128777861595154
no,no,0.06660212576389313
no,no,0.3176948130130768
no,no,0.1584232896566391
no,no,0.03988923132419586
no,yes,0.618013322353363
yes,no,0.3820593059062958
no,no,0.002747371094301343
yes,yes,0.7426812648773193
no,no,0.02194719947874546
no,no,0.31531020998954773
no,yes,0.5526939630508423
no,no,0.06278245896100998
no,no,0.041328318417072296
no,no,0.022806260734796524
no,no,0.09222641587257385
no,no,0.004499911330640316
no,no,0.08097419887781143
no,yes,0.6943401098251343
no,no,0.0076775564812123775
no,no,0.10092359036207199
no,no,0.028341224417090416
no,no,0.019971946254372597
yes,no,0.4763163924217224
no,yes,0.606907069683075
no,yes,0.5751851797103882
no,yes,0.5737026929855347
yes,yes,0.8135737776756287
no,no,0.024290112778544426
no,no,0.008809460327029228
no,no,0.027495238929986954
no,no,0.013797109015285969
no,no,0.02249642089009285
no,no,0.23574087023735046
no,no,0.19744999706745148
yes,yes,0.5485307574272156
no,no,0.03373321145772934
no,no,0.05741759017109871
no,no,0.2832184433937073
no,yes,0.5276707410812378
no,no,0.4680212140083313
no,no,0.15124474465847015
no,yes,0.721161961555481
no,yes,0.6827499270439148
no,no,0.04777568206191063
no,yes,0.6355223655700684
no,no,0.30116161704063416
yes,yes,0.8229060769081116
no,no,0.48981156945228577
no,no,0.28905031085014343
no,no,0.3286069929599762
no,no,0.057965103536844254
yes,yes,0.6751986742019653
yes,yes,0.7411026954650879
yes,yes,0.768028736114502
no,no,0.009918360970914364
no,no,0.22605085372924805
no,no,0.4661397337913513
no,no,0.03239805996417999
no,no,0.048627860844135284
yes,yes,0.6178598403930664
no,yes,0.5853560566902161
no,no,0.25366589426994324
no,no,0.2017388492822647
no,yes,0.7565918564796448
no,no,0.021892113611102104
yes,no,0.038989726454019547
no,no,0.10562288761138916
no,no,0.36642640829086304
no,no,0.08932894468307495
no,no,0.02594003826379776
no,no,0.032987818121910095
no,no,0.0967753604054451
no,no,0.18980637192726135
no,no,0.2975461483001709
no,no,0.3387831449508667
no,no,0.22952678799629211
no,no,0.017192315310239792
no,no,0.039987239986658096
no,yes,0.768020749092102
yes,yes,0.7024387717247009
yes,yes,0.6796470284461975
yes,yes,0.6813557147979736
no,no,0.48835518956184387
no,no,0.27997347712516785
no,no,0.04056473821401596
yes,no,0.4839584231376648
no,yes,0.7974856495857239
yes,yes,0.5436356067657471
no,no,0.3029784560203552
no,yes,0.6101025342941284
yes,yes,0.8212311863899231
yes,yes,0.630085289478302
no,no,0.0029654570389539003
yes,yes,0.7666355967521667
no,no,0.01997106336057186
no,no,0.0018441464053466916
no,no,0.005306755658239126
no,no,0.4155029058456421
no,no,0.25627148151397705
no,no,0.005749409552663565
yes,yes,0.6193621158599854
no,no,0.008544237352907658
no,yes,0.6619666218757629
no,no,0.047461096197366714
no,no,0.35201284289360046
no,no,0.08018914610147476
yes,no,0.15864011645317078
no,no,0.058123018592596054
yes,no,0.27578482031822205
no,yes,0.7082996964454651
yes,no,0.18191130459308624
no,no,0.02182416431605816
no,no,0.004556349478662014
no,no,0.20400986075401306
no,no,0.21755099296569824
no,no,0.06994157284498215
no,no,0.04617089778184891
no,no,0.004435874987393618
no,no,0.03206248953938484
no,no,0.007571154739707708
no,no,0.008020498789846897
no,no,0.037787098437547684
no,no,0.0032995089422911406
no,no,0.15660105645656586
no,no,0.06955701857805252
no,no,0.0030375998467206955
no,no,0.022008594125509262
yes,yes,0.7485659718513489
yes,yes,0.7594127058982849
no,yes,0.7236133813858032
no,yes,0.8177406787872314
no,no,0.04845057800412178
no,no,0.09646079689264297
no,no,0.005065719597041607
no,no,0.0015468319179490209
yes,no,0.25039342045783997
yes,yes,0.503487229347229
yes,no,0.10555826127529144
no,yes,0.5907456874847412
no,no,0.0018490597140043974
no,no,0.2627467215061188
no,no,0.044032517820596695
no,no,0.034168992191553116
no,no,0.019130459055304527
no,no,0.02355116792023182
no,no,0.03916018456220627
no,no,0.04068691283464432
no,no,0.004467376973479986
no,no,0.2423134297132492
no,no,0.0027370864991098642
no,no,0.05745227262377739
no,no,0.29112255573272705
no,no,0.37365391850471497
no,no,0.22297368943691254
no,no,0.2800082266330719
no,no,0.03986196592450142
yes,no,0.31104543805122375
no,no,0.04079188406467438
no,no,0.024206044152379036
yes,yes,0.5249466896057129
yes,no,0.2009352594614029
no,no,0.007342316210269928
no,no,0.019182737916707993
yes,yes,0.52177494764328
no,no,0.006948317866772413
no,no,0.0014964502770453691
yes,yes,0.5250194072723389
no,no,0.0027619898319244385
yes,yes,0.5914013981819153
no,no,0.07621762156486511
no,no,0.25780993700027466
yes,yes,0.515908420085907
no,no,0.0076112812384963036
no,yes,0.6304125785827637
no,no,0.03726403787732124
no,no,0.016565438359975815
no,no,0.07388930767774582
no,no,0.057363614439964294
no,no,0.008911455050110817
no,no,0.2661687731742859
yes,yes,0.7942625880241394
no,yes,0.6505602598190308
no,no,0.06073823198676109
no,no,0.04905625060200691
no,no,0.032196998596191406
no,no,0.13213708996772766
no,no,0.03800513222813606
no,no,0.24179735779762268
no,no,0.035522058606147766
no,yes,0.6556139588356018
no,no,0.0129068149253726
no,no,0.485666424036026
yes,yes,0.7565650343894958
yes,no,0.20990455150604248
yes,yes,0.5174779295921326
yes,no,0.47476136684417725
yes,yes,0.8149550557136536
yes,no,0.04338620603084564
yes,no,0.1995456963777542
yes,no,0.3060501515865326
no,no,0.03373352810740471
yes,yes,0.5447726845741272
no,no,0.20762284100055695
no,no,0.020500414073467255
no,no,0.31292060017585754
no,yes,0.7149941921234131
no,no,0.24907252192497253
no,no,0.2099389135837555
no,no,0.0064657991752028465
yes,yes,0.7044365406036377
no,no,0.007092460989952087
yes,yes,0.7241758704185486
no,no,0.06595075130462646
no,no,0.04839574545621872
no,no,0.03489385172724724
yes,no,0.28021177649497986
no,no,0.24470244348049164
yes,no,0.37344491481781006
yes,yes,0.5041261315345764
yes,no,0.30869242548942566
no,no,0.01643233187496662
no,no,0.2834019958972931
no,no,0.20360051095485687
no,no,0.0015215809689834714
yes,yes,0.6249088644981384
no,no,0.0069717466831207275
no,no,0.23891985416412354
no,no,0.006338119972497225
no,no,0.009355324320495129
yes,yes,0.7735662460327148
no,no,0.07886023819446564
no,no,0.13630641996860504
no,no,0.023124337196350098
no,no,0.018587728962302208
yes,no,0.1789180040359497
yes,no,0.44158995151519775
no,no,0.3261033594608307
yes,yes,0.5828643441200256
yes,yes,0.76131272315979
yes,yes,0.7866783142089844
no,no,0.013377081602811813
no,no,0.024888843297958374
yes,no,0.3982786536216736
yes,no,0.4474513828754425
no,no,0.11067090183496475
no,no,0.03362655267119408
yes,yes,0.6342220902442932
no,no,0.21162694692611694
yes,yes,0.6431622505187988
no,no,0.04814217612147331
yes,no,0.3234327733516693
no,no,0.25143322348594666
no,no,0.003753806697204709
no,no,0.02808414399623871
no,no,0.02516605705022812
no,no,0.007884636521339417
no,no,0.013503972440958023
no,no,0.23574264347553253
no,yes,0.5779312252998352
no,no,0.2491276115179062
no,no,0.49942976236343384
no,no,0.0487741157412529
no,no,0.0027240291237831116
yes,yes,0.6677202582359314
yes,yes,0.692225456237793
no,no,0.46906420588493347
yes,no,0.34428343176841736
no,no,0.27395445108413696
no,no,0.02798089012503624
no,no,0.08251556009054184
no,no,0.018504388630390167
no,no,0.00820767879486084
no,no,0.011966469697654247
no,yes,0.7339645028114319
yes,yes,0.6780229806900024
no,no,0.24886168539524078
yes,yes,0.8265940546989441
no,no,0.1356329470872879
no,no,0.2242211401462555
no,no,0.08861955255270004
no,yes,0.6823086738586426
no,no,0.07025005668401718
no,no,0.3551919460296631
no,no,0.35257551074028015
no,no,0.11334509402513504
no,no,0.0873766764998436
no,no,0.08390586823225021
yes,yes,0.676257312297821
no,no,0.006550506688654423
no,no,0.135455921292305
yes,yes,0.8372382521629333
no,no,0.08688551932573318
yes,yes,0.736598014831543
no,no,0.1928423047065735
no,no,0.1511259227991104
yes,no,0.08641622960567474
no,no,0.151321679353714
yes,no,0.26323360204696655
no,no,0.07603725045919418
no,no,0.2541714310646057
yes,yes,0.6140662431716919
no,no,0.08702456951141357
no,no,0.1408281773328781
no,no,0.17673008143901825
no,no,0.06444831937551498
no,no,0.2817038893699646
no,no,0.007253700401633978
no,no,0.41234204173088074
no,no,0.11108267307281494
yes,no,0.06869196146726608
no,no,0.21560241281986237
yes,no,0.0718979462981224
no,no,0.4619389474391937
no,no,0.07175090909004211
no,no,0.4091147482395172
yes,yes,0.7573407888412476
no,no,0.12174934893846512
no,no,0.002483735326677561
no,no,0.04216102138161659
yes,no,0.028469566255807877
no,no,0.017925912514328957
no,no,0.29850682616233826
no,no,0.16535153985023499
yes,yes,0.5895675420761108
no,no,0.032309629023075104
no,no,0.10280408710241318
yes,no,0.47357016801834106
no,no,0.03983227536082268
no,no,0.029223663732409477
no,yes,0.7538385391235352
no,no,0.32650843262672424
no,no,0.31361323595046997
no,no,0.01024845615029335
yes,no,0.15251468122005463
yes,yes,0.5522658824920654
no,no,0.006669945083558559
yes,no,0.37052884697914124
no,no,0.40558570623397827
no,no,0.009330243803560734
yes,yes,0.8082273602485657
yes,no,0.20556502044200897
no,no,0.01647195965051651
no,no,0.09268315136432648
no,no,0.214804008603096
no,no,0.4637799561023712
no,no,0.07832377403974533
yes,yes,0.5072277188301086
no,no,0.013010682538151741
no,no,0.08817758411169052
no,no,0.04522658511996269
no,yes,0.5488355755805969
yes,no,0.263481467962265
no,no,0.013970738276839256
no,no,0.009417944587767124
no,no,0.16328655183315277
no,yes,0.6155127286911011
no,no,0.2526978552341461
no,no,0.002745814388617873
yes,yes,0.8127810955047607
no,no,0.4536645710468292
no,no,0.42039111256599426
no,no,0.09198274463415146
no,no,0.060987766832113266
no,no,0.49274614453315735
no,no,0.015757352113723755
no,no,0.012943742796778679
no,no,0.1149793490767479
no,no,0.24224255979061127
no,no,0.011045579798519611
no,yes,0.7038599252700806
no,no,0.034201331436634064
no,no,0.06835684925317764
no,no,0.03207134082913399
no,yes,0.5395112037658691
yes,yes,0.8045684695243835
yes,yes,0.5080258250236511
no,no,0.34728896617889404
no,no,0.4112967252731323
no,no,0.05020969361066818
no,no,0.010615917854011059
no,yes,0.635520875453949
yes,yes,0.717074453830719
no,no,0.06064871326088905
no,no,0.017387783154845238
yes,yes,0.666029691696167
no,no,0.015180000104010105
yes,no,0.4658742845058441
no,no,0.09731633216142654
no,no,0.002534574829041958
no,no,0.0472082681953907
no,no,0.04699567332863808
no,no,0.09983780235052109
yes,yes,0.7835904955863953
no,no,0.05880299210548401
yes,no,0.3861043453216553
yes,no,0.21250595152378082
no,no,0.07518679648637772
no,no,0.08632384985685349
yes,yes,0.7721083164215088
no,no,0.06878738105297089
no,no,0.17602337896823883
no,no,0.20688490569591522
yes,yes,0.5601833462715149
yes,yes,0.6547666788101196
no,no,0.0951196476817131
no,no,0.0054109785705804825
yes,yes,0.7493594884872437
no,no,0.47580674290657043
no,no,0.010741762816905975
no,no,0.1081022322177887
no,no,0.0270354226231575
no,no,0.03817000985145569
no,no,0.4311533272266388
no,no,0.027883203700184822
no,no,0.008519749157130718
yes,no,0.3961125612258911
no,no,0.11359353363513947
no,no,0.101956807076931
no,yes,0.7472281455993652
no,no,0.009652378037571907
no,no,0.010426714085042477
no,yes,0.6900240182876587
no,no,0.0028200463857501745
no,no,0.012639722786843777
yes,no,0.2561942934989929
yes,yes,0.5100991129875183
no,no,0.03506850078701973
no,no,0.27057933807373047
no,no,0.241632878780365
no,no,0.33502769470214844
yes,yes,0.5627086758613586
